variant,radius,alpha,image,GT,PSNR,SSIM,LPIPS
blur_r0p8_a0p35,0.8,0.35,r08079988t.png,r08079988t.png,23.06358334,0.9319002,0.064311549
blur_r0p8_a0p35,0.8,0.35,r0809811bt.png,r0809811bt.png,28.94722793,0.8985321,0.146486267
blur_r0p8_a0p35,0.8,0.35,r082626aft.png,r082626aft.png,19.97453693,0.8037301,0.138083741
blur_r0p8_a0p35,0.8,0.35,r084889d5t.png,r084889d5t.png,17.90541435,0.8996586,0.111381605
blur_r0p8_a0p35,0.8,0.35,r08788547t.png,r08788547t.png,23.46724641,0.9252989,0.064431518
blur_r0p8_a0p35,0.8,0.35,r08873591t.png,r08873591t.png,30.62789634,0.9381247,0.05993814
blur_r0p8_a0p35,0.8,0.35,r08996953t.png,r08996953t.png,29.38338715,0.98532176,0.034612071
blur_r0p8_a0p35,0.8,0.35,r0905697bt.png,r0905697bt.png,22.14603272,0.9535491,0.06478215
blur_r0p8_a0p35,0.8,0.35,r09245347t.png,r09245347t.png,27.46066033,0.88386947,0.088711388
blur_r0p8_a0p35,0.8,0.35,r09445479t.png,r09445479t.png,26.47562235,0.97224784,0.036171313
blur_r0p8_a0p35,0.8,0.35,r09670876t.png,r09670876t.png,32.78859422,0.98361236,0.016757455
blur_r0p8_a0p35,0.8,0.35,r096982ddt.png,r096982ddt.png,22.77861349,0.96613055,0.04359046
blur_r0p8_a0p35,0.8,0.35,r097088c1t.png,r097088c1t.png,30.29993995,0.9570868,0.044645946
blur_r0p8_a0p35,0.8,0.35,r097555c4t.png,r097555c4t.png,23.30027089,0.96690893,0.034312949
blur_r0p8_a0p35,0.8,0.35,r104153eat.png,r104153eat.png,17.54114023,0.9380307,0.069696099
blur_r0p8_a0p35,0.8,0.35,r107730b5t.png,r107730b5t.png,30.48377892,0.96522707,0.043123469
blur_r0p8_a0p35,0.8,0.35,r108301e3t.png,r108301e3t.png,30.17574209,0.9519256,0.05750009
blur_r0p8_a0p35,0.8,0.35,r10893508t.png,r10893508t.png,24.64157111,0.90928847,0.090328455
blur_r0p8_a0p35,0.8,0.35,r10940798t.png,r10940798t.png,32.31497282,0.958421,0.049769275
blur_r0p8_a0p35,0.8,0.35,r113402d4t.png,r113402d4t.png,25.26143621,0.9377306,0.054315291
blur_r0p8_a0p35,0.8,0.35,r1148801et.png,r1148801et.png,28.78648177,0.92385364,0.084760092
blur_r0p8_a0p35,0.8,0.35,r116825e2t.png,r116825e2t.png,27.8776605,0.98032624,0.023489844
blur_r0p8_a0p35,0.8,0.35,r11850456t.png,r11850456t.png,28.63334088,0.9661171,0.039850075
blur_r0p8_a0p35,0.8,0.35,r12133015t.png,r12133015t.png,29.90140694,0.96019906,0.078897081
blur_r0p8_a0p35,0.8,0.35,r125034a9t.png,r125034a9t.png,26.38925969,0.95377254,0.053009983
blur_r0p8_a0p35,0.8,0.35,r125442fat.png,r125442fat.png,23.87613747,0.96442884,0.035314012
blur_r0p8_a0p35,0.8,0.35,r127608abt.png,r127608abt.png,19.32060875,0.80889034,0.109533563
blur_r0p8_a0p35,0.8,0.35,r12946364t.png,r12946364t.png,23.1658327,0.963938,0.072643228
blur_r0p8_a0p35,0.8,0.35,r1301676dt.png,r1301676dt.png,17.79729358,0.79661226,0.162540093
blur_r0p8_a0p35,0.8,0.35,r13073518t.png,r13073518t.png,27.92570143,0.9516514,0.040460479
blur_r0p8_a0p35,0.8,0.35,r1372056ct.png,r1372056ct.png,22.99688406,0.90442634,0.130193263
blur_r0p8_a0p35,0.8,0.35,r13837601t.png,r13837601t.png,15.31844544,0.8497626,0.139228955
blur_r0p8_a0p35,0.8,0.35,r13907965t.png,r13907965t.png,21.55249976,0.9551026,0.041631822
blur_r0p8_a0p35,0.8,0.35,r13928401t.png,r13928401t.png,19.10813895,0.95147735,0.038809098
blur_r0p8_a0p35,0.8,0.35,r141665bdt.png,r141665bdt.png,26.09487008,0.95210266,0.039826877
blur_r0p8_a0p35,0.8,0.35,r141669e5t.png,r141669e5t.png,23.12095821,0.73300534,0.234434694
blur_r0p8_a0p35,0.8,0.35,r1419078bt.png,r1419078bt.png,29.02439785,0.9105163,0.06885013
blur_r0p8_a0p35,0.8,0.35,r142335f0t.png,r142335f0t.png,19.16328622,0.92733884,0.076509945
blur_r0p8_a0p35,0.8,0.35,r142787e2t.png,r142787e2t.png,27.8930898,0.9705033,0.02688154
blur_r0p8_a0p35,0.8,0.35,r14289905t.png,r14289905t.png,27.03945645,0.9043438,0.041485205
blur_r0p8_a0p35,0.8,0.35,r145215fft.png,r145215fft.png,30.21278825,0.97949237,0.078419477
blur_r0p8_a0p35,0.8,0.35,r145221d9t.png,r145221d9t.png,20.80120782,0.9153673,0.095578834
blur_r0p8_a0p35,0.8,0.35,r146771d7t.png,r146771d7t.png,25.34264729,0.8995169,0.052033924
blur_r0p8_a0p35,0.8,0.35,r150058a4t.png,r150058a4t.png,17.70257532,0.87861943,0.113874286
blur_r0p8_a0p35,0.8,0.35,r15885978t.png,r15885978t.png,26.65429647,0.9325013,0.084063463
blur_r0p8_a0p35,0.8,0.35,r15919202t.png,r15919202t.png,21.36014592,0.96343774,0.046368472
blur_r0p8_a0p35,0.8,0.35,r1602555bt.png,r1602555bt.png,22.67840265,0.93987274,0.067727156
blur_r0p8_a0p35,0.8,0.35,r163317d6t.png,r163317d6t.png,24.90879752,0.9515683,0.046705998
blur_r0p8_a0p35,0.8,0.35,r163967d4t.png,r163967d4t.png,24.42435965,0.94704133,0.038167659
blur_r0p8_a0p35,0.8,0.35,r16422663t.png,r16422663t.png,24.2957329,0.97463673,0.055914506
blur_r0p8_a0p35,0.8,0.35,r16509308t.png,r16509308t.png,19.11932851,0.91819334,0.072786525
blur_r0p8_a0p35,0.8,0.35,r165355c0t.png,r165355c0t.png,27.77630233,0.9743033,0.028445905
blur_r0p8_a0p35,0.8,0.35,r16654024t.png,r16654024t.png,23.26826757,0.888931,0.048287656
blur_r0p8_a0p35,0.8,0.35,r1683028at.png,r1683028at.png,16.31923564,0.82130367,0.108044147
blur_r0p8_a0p35,0.8,0.35,r1694427et.png,r1694427et.png,12.71465512,0.8554301,0.139452845
blur_r0p8_a0p35,0.8,0.35,r170632f5t.png,r170632f5t.png,24.89962393,0.9075256,0.10308744
blur_r0p8_a0p35,0.8,0.35,r17217693t.png,r17217693t.png,24.68725417,0.843987,0.091550909
blur_r0p8_a0p35,0.8,0.35,r181768b7t.png,r181768b7t.png,17.08304928,0.8893562,0.070417285
blur_r0p8_a0p35,0.8,0.35,r1824034et.png,r1824034et.png,23.05393074,0.967432,0.045327663
blur_r0p8_a0p35,0.8,0.35,r185929e9t.png,r185929e9t.png,18.97497592,0.90599823,0.141866669
blur_r0p8_a0p35,0.8,0.35,r18791531t.png,r18791531t.png,23.40722566,0.90250903,0.08553765
blur_r0p8_a0p35,0.8,0.35,r18798194t.png,r18798194t.png,24.35844435,0.95606947,0.047436595
blur_r0p8_a0p35,0.8,0.35,r1889220ft.png,r1889220ft.png,23.71159032,0.90994954,0.068919525
blur_r0p8_a0p35,0.8,0.35,r18990432t.png,r18990432t.png,27.58470131,0.96281964,0.028181028
blur_r0p8_a0p35,0.8,0.35,r1904147dt.png,r1904147dt.png,24.3695992,0.9670531,0.042985201
blur_r0p8_a0p35,0.8,0.35,r191488c6t.png,r191488c6t.png,26.66902858,0.9905006,0.016726254
blur_r0p8_a0p35,0.8,0.35,r1915909et.png,r1915909et.png,29.26195763,0.9656954,0.061779164
blur_r0p8_a0p35,0.8,0.35,r19183258t.png,r19183258t.png,17.88387462,0.94931793,0.065399669
blur_r0p8_a0p35,0.8,0.35,r197770adt.png,r197770adt.png,26.18207912,0.8437583,0.215056956
blur_r1p0_a0p35,1,0.35,r00816405t.png,r00816405t.png,22.35717291,0.9302893,0.079559833
blur_r1p0_a0p35,1,0.35,r00869422t.png,r00869422t.png,19.16986904,0.819057,0.088887006
blur_r1p0_a0p35,1,0.35,r00879054t.png,r00879054t.png,22.81210492,0.9245079,0.069120243
blur_r1p0_a0p35,1,0.35,r01058910t.png,r01058910t.png,12.87790895,0.86493033,0.117137775
blur_r1p0_a0p35,1,0.35,r01170470t.png,r01170470t.png,29.3830073,0.965533,0.046313442
blur_r1p0_a0p35,1,0.35,r01474187t.png,r01474187t.png,22.3056068,0.93431234,0.062132202
blur_r1p0_a0p35,1,0.35,r0150031ft.png,r0150031ft.png,23.46187362,0.9601142,0.043324709
blur_r1p0_a0p35,1,0.35,r01559391t.png,r01559391t.png,17.44534171,0.76134175,0.17562896
blur_r1p0_a0p35,1,0.35,r02189767t.png,r02189767t.png,26.8799795,0.89794046,0.088038504
blur_r1p0_a0p35,1,0.35,r02354285t.png,r02354285t.png,28.43538335,0.8904364,0.107453778
blur_r1p0_a0p35,1,0.35,r02508493t.png,r02508493t.png,25.31673901,0.95704204,0.065078251
blur_r1p0_a0p35,1,0.35,r0287344at.png,r0287344at.png,31.63280226,0.9729345,0.039528318
blur_r1p0_a0p35,1,0.35,r02897203t.png,r02897203t.png,29.83558559,0.96420366,0.046990328
blur_r1p0_a0p35,1,0.35,r03193652t.png,r03193652t.png,19.31706131,0.8716449,0.088828824
blur_r1p0_a0p35,1,0.35,r0341853dt.png,r0341853dt.png,21.25726516,0.93665236,0.131384671
blur_r1p0_a0p35,1,0.35,r0372042dt.png,r0372042dt.png,27.09474037,0.93523073,0.066823192
blur_r1p0_a0p35,1,0.35,r04317453t.png,r04317453t.png,24.63159044,0.9540517,0.069761649
blur_r1p0_a0p35,1,0.35,r0465565ct.png,r0465565ct.png,29.69289297,0.96001536,0.054732688
blur_r1p0_a0p35,1,0.35,r05243256t.png,r05243256t.png,21.50116832,0.92603,0.054852121
blur_r1p0_a0p35,1,0.35,r05772356t.png,r05772356t.png,21.94658298,0.9580285,0.076320976
blur_r1p0_a0p35,1,0.35,r05839451t.png,r05839451t.png,31.65635195,0.96732664,0.028896552
blur_r1p0_a0p35,1,0.35,r0589558at.png,r0589558at.png,27.5220764,0.94746804,0.076431438
blur_r1p0_a0p35,1,0.35,r0603031et.png,r0603031et.png,24.22069564,0.8811562,0.108344711
blur_r1p0_a0p35,1,0.35,r068812d7t.png,r068812d7t.png,21.84090004,0.9010293,0.080951288
blur_r1p0_a0p35,1,0.35,r0703243bt.png,r0703243bt.png,30.35173064,0.96742946,0.045798164
blur_r1p0_a0p35,1,0.35,r0708431at.png,r0708431at.png,31.43203875,0.93907374,0.042183198
blur_r1p0_a0p35,1,0.35,r072421a1t.png,r072421a1t.png,22.11814691,0.93280095,0.098222092
blur_r1p0_a0p35,1,0.35,r072649fdt.png,r072649fdt.png,28.14290011,0.95693356,0.050129451
blur_r1p0_a0p35,1,0.35,r07598392t.png,r07598392t.png,24.4809791,0.9217058,0.083486527
blur_r1p0_a0p35,1,0.35,r0773471dt.png,r0773471dt.png,25.11280994,0.91887975,0.093341783
blur_r1p0_a0p35,1,0.35,r077507cat.png,r077507cat.png,19.55942692,0.88663673,0.08895085
blur_r1p0_a0p35,1,0.35,r08079988t.png,r08079988t.png,23.13454984,0.9301231,0.071414232
blur_r1p0_a0p35,1,0.35,r0809811bt.png,r0809811bt.png,28.78802057,0.8942097,0.157444298
blur_r1p0_a0p35,1,0.35,r082626aft.png,r082626aft.png,19.92919235,0.8018101,0.143686429
blur_r1p0_a0p35,1,0.35,r084889d5t.png,r084889d5t.png,17.89279297,0.9009309,0.112533823
blur_r1p0_a0p35,1,0.35,r08788547t.png,r08788547t.png,23.41070285,0.92149466,0.076959483
blur_r1p0_a0p35,1,0.35,r08873591t.png,r08873591t.png,30.46858866,0.93709487,0.065040752
blur_r1p0_a0p35,1,0.35,r08996953t.png,r08996953t.png,29.35006358,0.9824167,0.041444749
blur_r1p0_a0p35,1,0.35,r0905697bt.png,r0905697bt.png,22.09350255,0.95269156,0.068571128
blur_r1p0_a0p35,1,0.35,r09245347t.png,r09245347t.png,27.23400971,0.87747115,0.098832101
blur_r1p0_a0p35,1,0.35,r09445479t.png,r09445479t.png,26.21318757,0.9671414,0.044481114
blur_r1p0_a0p35,1,0.35,r09670876t.png,r09670876t.png,32.2032151,0.9788762,0.022875294
blur_r1p0_a0p35,1,0.35,r096982ddt.png,r096982ddt.png,22.80904937,0.9654301,0.047334109
blur_r1p0_a0p35,1,0.35,r097088c1t.png,r097088c1t.png,29.99026942,0.95195866,0.054268382
blur_r1p0_a0p35,1,0.35,r097555c4t.png,r097555c4t.png,23.36204177,0.96338224,0.043657228
blur_r1p0_a0p35,1,0.35,r104153eat.png,r104153eat.png,17.56614156,0.9385337,0.074162699
blur_r1p0_a0p35,1,0.35,r107730b5t.png,r107730b5t.png,30.40021896,0.96196,0.050989345
blur_r1p0_a0p35,1,0.35,r108301e3t.png,r108301e3t.png,29.57605288,0.945132,0.069556266
blur_r1p0_a0p35,1,0.35,r10893508t.png,r10893508t.png,24.5982681,0.90321046,0.100631595
blur_r1p0_a0p35,1,0.35,r10940798t.png,r10940798t.png,32.12677652,0.9556799,0.059910294
blur_r1p0_a0p35,1,0.35,r113402d4t.png,r113402d4t.png,25.10896736,0.93317646,0.061153635
blur_r1p0_a0p35,1,0.35,r1148801et.png,r1148801et.png,28.68886579,0.92135954,0.091630764
blur_r1p0_a0p35,1,0.35,r116825e2t.png,r116825e2t.png,27.76998019,0.97484726,0.032640815
blur_r1p0_a0p35,1,0.35,r11850456t.png,r11850456t.png,28.23797114,0.9587941,0.051242314
blur_r1p0_a0p35,1,0.35,r12133015t.png,r12133015t.png,29.40164621,0.9539397,0.088640019
blur_r1p0_a0p35,1,0.35,r125034a9t.png,r125034a9t.png,26.3905848,0.9500691,0.06443999
blur_r1p0_a0p35,1,0.35,r125442fat.png,r125442fat.png,23.84981169,0.959013,0.044982541
blur_r1p0_a0p35,1,0.35,r127608abt.png,r127608abt.png,19.34916666,0.80910087,0.122077733
blur_r1p0_a0p35,1,0.35,r12946364t.png,r12946364t.png,23.20491879,0.96363384,0.070798285
blur_r1p0_a0p35,1,0.35,r1301676dt.png,r1301676dt.png,17.74301237,0.79278547,0.16967085
blur_r1p0_a0p35,1,0.35,r13073518t.png,r13073518t.png,27.64791103,0.9444893,0.05062414
blur_r1p0_a0p35,1,0.35,r1372056ct.png,r1372056ct.png,22.89955587,0.90048724,0.138102263
blur_r1p0_a0p35,1,0.35,r13837601t.png,r13837601t.png,15.34435331,0.8485957,0.148918882
blur_r1p0_a0p35,1,0.35,r13907965t.png,r13907965t.png,21.46472608,0.95093966,0.047585983
blur_r1p0_a0p35,1,0.35,r13928401t.png,r13928401t.png,19.13922665,0.9450795,0.044742979
blur_r1p0_a0p35,1,0.35,r141665bdt.png,r141665bdt.png,25.95515678,0.9465149,0.046953127
blur_r1p0_a0p35,1,0.35,r141669e5t.png,r141669e5t.png,23.08492322,0.72938824,0.242539465
blur_r1p0_a0p35,1,0.35,r1419078bt.png,r1419078bt.png,28.86768722,0.90530473,0.079850391
blur_r1p0_a0p35,1,0.35,r142335f0t.png,r142335f0t.png,19.08959616,0.92344123,0.084458143
blur_r1p0_a0p35,1,0.35,r142787e2t.png,r142787e2t.png,27.94166149,0.9678881,0.034187518
blur_r1p0_a0p35,1,0.35,r14289905t.png,r14289905t.png,26.83376419,0.8989544,0.049903974
blur_r1p0_a0p35,1,0.35,r145215fft.png,r145215fft.png,29.76757962,0.9740172,0.103501767
blur_r1p0_a0p35,1,0.35,r145221d9t.png,r145221d9t.png,20.78516839,0.9095033,0.111930549
blur_r1p0_a0p35,1,0.35,r146771d7t.png,r146771d7t.png,25.19537124,0.8964712,0.057753552
blur_r1p0_a0p35,1,0.35,r150058a4t.png,r150058a4t.png,17.67676745,0.8818889,0.117839999
blur_r1p0_a0p35,1,0.35,r15885978t.png,r15885978t.png,26.73928578,0.9320372,0.091766194
blur_r1p0_a0p35,1,0.35,r15919202t.png,r15919202t.png,21.3965323,0.95878917,0.059517369
blur_r1p0_a0p35,1,0.35,r1602555bt.png,r1602555bt.png,22.58787847,0.9359676,0.072695084
blur_r1p0_a0p35,1,0.35,r163317d6t.png,r163317d6t.png,24.78894964,0.94741726,0.055485245
blur_r1p0_a0p35,1,0.35,r163967d4t.png,r163967d4t.png,24.34885924,0.9427151,0.044424705
blur_r1p0_a0p35,1,0.35,r16422663t.png,r16422663t.png,24.22970517,0.9727733,0.058824454
blur_r1p0_a0p35,1,0.35,r16509308t.png,r16509308t.png,19.07602131,0.9157155,0.076371528
blur_r1p0_a0p35,1,0.35,r165355c0t.png,r165355c0t.png,27.8168814,0.96944445,0.036520038
blur_r1p0_a0p35,1,0.35,r16654024t.png,r16654024t.png,23.30222533,0.88774204,0.050988354
blur_r1p0_a0p35,1,0.35,r1683028at.png,r1683028at.png,16.2980263,0.8198659,0.112810403
blur_r1p0_a0p35,1,0.35,r1694427et.png,r1694427et.png,12.7215179,0.8563563,0.139518425
blur_r1p0_a0p35,1,0.35,r170632f5t.png,r170632f5t.png,24.61143521,0.8987691,0.117830537
blur_r1p0_a0p35,1,0.35,r17217693t.png,r17217693t.png,24.45850546,0.83316493,0.107239529
blur_r1p0_a0p35,1,0.35,r181768b7t.png,r181768b7t.png,17.16156846,0.8946481,0.073766626
blur_r1p0_a0p35,1,0.35,r1824034et.png,r1824034et.png,22.94556295,0.96380377,0.050601892
blur_r1p0_a0p35,1,0.35,r185929e9t.png,r185929e9t.png,18.87703077,0.89991117,0.154546797
blur_r1p0_a0p35,1,0.35,r18791531t.png,r18791531t.png,23.37487634,0.89836794,0.097242892
blur_r1p0_a0p35,1,0.35,r18798194t.png,r18798194t.png,24.18764131,0.9500509,0.057153158
blur_r1p0_a0p35,1,0.35,r1889220ft.png,r1889220ft.png,23.63149794,0.9079032,0.074863292
blur_r1p0_a0p35,1,0.35,r18990432t.png,r18990432t.png,27.53817114,0.95976645,0.035236705
blur_r1p0_a0p35,1,0.35,r1904147dt.png,r1904147dt.png,24.4125958,0.96399754,0.050511837
blur_r1p0_a0p35,1,0.35,r191488c6t.png,r191488c6t.png,26.56374163,0.9891488,0.021736272
blur_r1p0_a0p35,1,0.35,r1915909et.png,r1915909et.png,29.05669417,0.96134424,0.069390222
blur_r1p0_a0p35,1,0.35,r19183258t.png,r19183258t.png,17.88662704,0.9431513,0.072650217
blur_r1p0_a0p35,1,0.35,r197770adt.png,r197770adt.png,26.01054822,0.836874,0.223672181
blur_r1p2_a0p35,1.2,0.35,r00816405t.png,r00816405t.png,22.33259791,0.92358583,0.088928148
blur_r1p2_a0p35,1.2,0.35,r00869422t.png,r00869422t.png,19.19520857,0.816062,0.094284818
blur_r1p2_a0p35,1.2,0.35,r00879054t.png,r00879054t.png,22.848231,0.9234007,0.072969563
blur_r1p2_a0p35,1.2,0.35,r01058910t.png,r01058910t.png,12.86672909,0.86309814,0.120905325
blur_r1p2_a0p35,1.2,0.35,r01170470t.png,r01170470t.png,29.26707526,0.9622348,0.051220901
blur_r1p2_a0p35,1.2,0.35,r01474187t.png,r01474187t.png,22.29699563,0.9279716,0.06997069
blur_r1p2_a0p35,1.2,0.35,r0150031ft.png,r0150031ft.png,23.40884832,0.95691746,0.0480332
blur_r1p2_a0p35,1.2,0.35,r01559391t.png,r01559391t.png,17.40950308,0.7592626,0.183295876
blur_r1p2_a0p35,1.2,0.35,r02189767t.png,r02189767t.png,26.76525469,0.8947285,0.094279334
blur_r1p2_a0p35,1.2,0.35,r02354285t.png,r02354285t.png,28.26712833,0.8863025,0.115903236
blur_r1p2_a0p35,1.2,0.35,r02508493t.png,r02508493t.png,25.36576694,0.95480925,0.069407992
blur_r1p2_a0p35,1.2,0.35,r0287344at.png,r0287344at.png,30.85099836,0.96759224,0.046523973
blur_r1p2_a0p35,1.2,0.35,r02897203t.png,r02897203t.png,29.8285096,0.959893,0.053050905
blur_r1p2_a0p35,1.2,0.35,r03193652t.png,r03193652t.png,19.33215066,0.8705728,0.093122475
blur_r1p2_a0p35,1.2,0.35,r0341853dt.png,r0341853dt.png,21.31129931,0.93566805,0.135926783
blur_r1p2_a0p35,1.2,0.35,r0372042dt.png,r0372042dt.png,27.04958228,0.9340541,0.070796207
blur_r1p2_a0p35,1.2,0.35,r04317453t.png,r04317453t.png,24.63415225,0.95154476,0.074573964
blur_r1p2_a0p35,1.2,0.35,r0465565ct.png,r0465565ct.png,29.4542583,0.95500225,0.061545897
blur_r1p2_a0p35,1.2,0.35,r05243256t.png,r05243256t.png,21.4752847,0.9271315,0.057887398
blur_r1p2_a0p35,1.2,0.35,r05772356t.png,r05772356t.png,21.95194633,0.9537518,0.083592683
blur_r1p2_a0p35,1.2,0.35,r05839451t.png,r05839451t.png,31.53747465,0.9638004,0.033896267
blur_r1p2_a0p35,1.2,0.35,r0589558at.png,r0589558at.png,27.3211706,0.94276434,0.08290261
blur_r1p2_a0p35,1.2,0.35,r0603031et.png,r0603031et.png,24.17635955,0.8751648,0.116854474
blur_r1p2_a0p35,1.2,0.35,r068812d7t.png,r068812d7t.png,21.77994954,0.8985424,0.086960107
blur_r1p2_a0p35,1.2,0.35,r0703243bt.png,r0703243bt.png,29.88230527,0.9611146,0.053781621
blur_r1p2_a0p35,1.2,0.35,r0708431at.png,r0708431at.png,31.24906332,0.9358759,0.048682816
blur_r1p2_a0p35,1.2,0.35,r072421a1t.png,r072421a1t.png,22.13073653,0.9329583,0.10062699
blur_r1p2_a0p35,1.2,0.35,r072649fdt.png,r072649fdt.png,27.95670224,0.95366555,0.055787969
blur_r1p2_a0p35,1.2,0.35,r07598392t.png,r07598392t.png,24.4272264,0.91873527,0.088126764
blur_r1p2_a0p35,1.2,0.35,r0773471dt.png,r0773471dt.png,25.12875777,0.91305417,0.10367997
blur_r1p2_a0p35,1.2,0.35,r077507cat.png,r077507cat.png,19.51874342,0.8847036,0.094093613
blur_r1p2_a0p35,1.2,0.35,r08079988t.png,r08079988t.png,23.06972314,0.9277603,0.076257706
blur_r1p2_a0p35,1.2,0.35,r0809811bt.png,r0809811bt.png,28.75223734,0.8910765,0.163584694
blur_r1p2_a0p35,1.2,0.35,r082626aft.png,r082626aft.png,19.9625533,0.80194163,0.14651227
blur_r1p2_a0p35,1.2,0.35,r084889d5t.png,r084889d5t.png,17.93464411,0.9028327,0.111873016
blur_r1p2_a0p35,1.2,0.35,r08788547t.png,r08788547t.png,23.26592636,0.91655654,0.085928462
blur_r1p2_a0p35,1.2,0.35,r08873591t.png,r08873591t.png,30.23577442,0.9352162,0.071172431
blur_r1p2_a0p35,1.2,0.35,r08996953t.png,r08996953t.png,29.217469,0.98029184,0.045782954
blur_r1p2_a0p35,1.2,0.35,r0905697bt.png,r0905697bt.png,22.10854184,0.952102,0.071748145
blur_r1p2_a0p35,1.2,0.35,r09245347t.png,r09245347t.png,27.1305866,0.8730576,0.105818562
blur_r1p2_a0p35,1.2,0.35,r09445479t.png,r09445479t.png,26.13931544,0.96336365,0.04975947
blur_r1p2_a0p35,1.2,0.35,r09670876t.png,r09670876t.png,31.90774801,0.97518224,0.026379194
blur_r1p2_a0p35,1.2,0.35,r096982ddt.png,r096982ddt.png,22.78426769,0.9646235,0.049862877
blur_r1p2_a0p35,1.2,0.35,r097088c1t.png,r097088c1t.png,29.55261217,0.9470927,0.06074138
blur_r1p2_a0p35,1.2,0.35,r097555c4t.png,r097555c4t.png,23.27748295,0.96083516,0.048267175
blur_r1p2_a0p35,1.2,0.35,r104153eat.png,r104153eat.png,17.55780074,0.9383151,0.076228231
blur_r1p2_a0p35,1.2,0.35,r107730b5t.png,r107730b5t.png,30.16330925,0.9594061,0.055663034
blur_r1p2_a0p35,1.2,0.35,r108301e3t.png,r108301e3t.png,29.19615634,0.9400363,0.077146903
blur_r1p2_a0p35,1.2,0.35,r10893508t.png,r10893508t.png,24.47013774,0.8985254,0.107697174
blur_r1p2_a0p35,1.2,0.35,r10940798t.png,r10940798t.png,32.02802655,0.95397806,0.065418117
blur_r1p2_a0p35,1.2,0.35,r113402d4t.png,r113402d4t.png,25.07095964,0.9296089,0.065570854
blur_r1p2_a0p35,1.2,0.35,r1148801et.png,r1148801et.png,28.54406646,0.9193735,0.095222659
blur_r1p2_a0p35,1.2,0.35,r116825e2t.png,r116825e2t.png,27.49023862,0.97031784,0.039381586
blur_r1p2_a0p35,1.2,0.35,r11850456t.png,r11850456t.png,28.04018114,0.9529805,0.059360445
blur_r1p2_a0p35,1.2,0.35,r12133015t.png,r12133015t.png,29.05413065,0.94922495,0.09606982
blur_r1p2_a0p35,1.2,0.35,r125034a9t.png,r125034a9t.png,26.19123195,0.9461182,0.071126021
blur_r1p2_a0p35,1.2,0.35,r125442fat.png,r125442fat.png,23.67714823,0.9535888,0.05035561
blur_r1p2_a0p35,1.2,0.35,r127608abt.png,r127608abt.png,19.29824425,0.80636674,0.131580561
blur_r1p2_a0p35,1.2,0.35,r12946364t.png,r12946364t.png,23.18290358,0.9626088,0.072944552
blur_r1p2_a0p35,1.2,0.35,r1301676dt.png,r1301676dt.png,17.75291872,0.79161215,0.173701778
blur_r1p2_a0p35,1.2,0.35,r13073518t.png,r13073518t.png,27.28588999,0.9381364,0.057691209
blur_r1p2_a0p35,1.2,0.35,r1372056ct.png,r1372056ct.png,22.93164565,0.8982415,0.143005431
blur_r1p2_a0p35,1.2,0.35,r13837601t.png,r13837601t.png,15.32705588,0.84785,0.15326564
blur_r1p2_a0p35,1.2,0.35,r13907965t.png,r13907965t.png,21.4329656,0.9476564,0.0512182
blur_r1p2_a0p35,1.2,0.35,r13928401t.png,r13928401t.png,19.07013271,0.9390672,0.049160808
blur_r1p2_a0p35,1.2,0.35,r141665bdt.png,r141665bdt.png,25.76944825,0.9422837,0.050720207
blur_r1p2_a0p35,1.2,0.35,r141669e5t.png,r141669e5t.png,23.03154967,0.72693086,0.246637657
blur_r1p2_a0p35,1.2,0.35,r1419078bt.png,r1419078bt.png,28.58313468,0.9007849,0.086405359
blur_r1p2_a0p35,1.2,0.35,r142335f0t.png,r142335f0t.png,19.12525152,0.92140293,0.088542968
blur_r1p2_a0p35,1.2,0.35,r142787e2t.png,r142787e2t.png,27.79106454,0.9654866,0.038604435
blur_r1p2_a0p35,1.2,0.35,r14289905t.png,r14289905t.png,26.76682777,0.8941265,0.056189843
blur_r1p2_a0p35,1.2,0.35,r145215fft.png,r145215fft.png,29.34674193,0.9689861,0.118020743
blur_r1p2_a0p35,1.2,0.35,r145221d9t.png,r145221d9t.png,20.67282968,0.9039621,0.122569323
blur_r1p2_a0p35,1.2,0.35,r146771d7t.png,r146771d7t.png,25.14082248,0.89415216,0.061873838
blur_r1p2_a0p35,1.2,0.35,r150058a4t.png,r150058a4t.png,17.71941418,0.8845245,0.120882243
blur_r1p2_a0p35,1.2,0.35,r15885978t.png,r15885978t.png,26.6630643,0.93115,0.095909812
blur_r1p2_a0p35,1.2,0.35,r15919202t.png,r15919202t.png,21.30516925,0.95445806,0.067929447
blur_r1p2_a0p35,1.2,0.35,r1602555bt.png,r1602555bt.png,22.58910717,0.9327762,0.076043412
blur_r1p2_a0p35,1.2,0.35,r163317d6t.png,r163317d6t.png,24.80815221,0.9445103,0.061079647
blur_r1p2_a0p35,1.2,0.35,r163967d4t.png,r163967d4t.png,24.22275531,0.9387267,0.04839661
blur_r1p2_a0p35,1.2,0.35,r16422663t.png,r16422663t.png,24.22631575,0.9712551,0.060955234
blur_r1p2_a0p35,1.2,0.35,r16509308t.png,r16509308t.png,19.08735759,0.9143346,0.078381434
blur_r1p2_a0p35,1.2,0.35,r165355c0t.png,r165355c0t.png,27.66249925,0.9658978,0.040902127
blur_r1p2_a0p35,1.2,0.35,r16654024t.png,r16654024t.png,23.25719772,0.88597536,0.053548835
blur_r1p2_a0p35,1.2,0.35,r1683028at.png,r1683028at.png,16.32561489,0.8202472,0.114790559
